Name,link,summary,storyline
The Dukes of Hazzard,/title/tt0377818/,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.","In Georgia's dusty Hazzard County, the close-knit Duke cousins, Bo and Luke, deliver Uncle Jesse's fine moonshine. Zooming down the rough backwoods on their powerful muscle-car--the tangerine 1969 Dodge Charger, General Lee--the boys easily outrun the corrupt county commissioner Boss Hogg's forces, and his loyal henchman, Sheriff Roscoe P. Coltrane. However, when the clan of moonshiners are left with nothing, only Bo, Luke, and Daisy Duke can save their farm, as the day of the annual road rally approaches. Can the Dukes of Hazzard beat Hogg's champion, Billy Prickett, save the day, and their beloved home? —Nick Riganas"
Clerks II,/title/tt0424345/,A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.,"A calamity at Dante and Randal's shops sends them looking for new horizons, but they ultimately settle at Mooby's, a fictional fast-food restaurant. Free from his dead-end job and lodged in a new one, Dante begins to break free of his rut, planning to move away with his clingy fiancée. He is ready to leave the horrors of minimum-wage New Jersey behind, but Randal, always the more hostile of the two, starts to become overwhelmed by his own rancor. —Anonymous"
The Abyss,/title/tt0096754/,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,"Formerly married petroleum engineers who still have some issues to work out. They are drafted to assist a gung-ho Navy SEAL with a top-secret recovery operation: a nuclear sub has been ambushed and sunk, under mysterious circumstances, in some of the deepest waters on Earth. —Jwelch5742"
Scary Movie 2,/title/tt0257106/,Four teens are tricked by Professor Oldman (Tim Curry) into visiting a haunted house for a school project.Four teens are tricked by Professor Oldman (Tim Curry) into visiting a haunted house for a school project.Four teens are tricked by Professor Oldman (Tim Curry) into visiting a haunted house for a school project.,"A group of teens including Cindy Campbell (Anna Faris) and Brenda Meeks (Regina Hall) are invited to spend a night in Hell House. Professor Oldman (Tim Curry) has convinced them it is for a school project, but the night won't go past quietly. Master Kane (Richard Moll) is long dead, but still plans on enjoying himself, especially with Alex Monday (Tori Spelling). When things really start getting bad, the gang must work together to find a way to capture this ghostly menace. —Film_Fan"
Mary Poppins,/title/tt0058331/,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.","When Jane and Michael Banks are faced with the prospect of a new nanny, they are pleasantly surprised by the arrival of the magical Mary Poppins. Embarking on a series of fantastical adventures with her and her Cockney performer friend, Bert, they try to pass on some of her sunny attitude to their preoccupied parents. —Jwelch5742"
Coach Carter,/title/tt0393162/,Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,"In 1999, Ken Carter accepts the job of basketball coach for his old high school in a poor area of Richmond, CA. As much dismayed by the poor attitudes of his players as well as their dismal play performance, Carter sets about to change both. He imposes a strict regime typified in written contracts that demand respectful behavior, a dress code and good grades for players. Any initial resistance is soon dispelled as the team under Carter's tutelage becomes a undefeated competitor. However, when the overconfident team's behavior begins to stray with too many doing poorly in class, Carter takes immediate action. To the outrage of the team, the school and the community, Carter cancels all team activities and locks the court until the team shows acceptable academic improvement. In the ensuing debate, Carter fights to keep his methods, determined to show the boys that they need good values for their futures and eventually finds he has affected them more profoundly than he ever expected. —Kenneth Chisholm (kchishol@rogers.com)"
Police Academy,/title/tt0087928/,"A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks.A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks.A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks.","In desperate need of a fresh batch of police officers, the newly appointed Lady Mayoress of a crime-plagued metropolis lowers the bar for the recruitment process. As a result, all types of misfits start flocking into Commandant Eric Lassard's prestigious Police Academy, and the leader of this assortment of pariahs is Carey Mahoney: a light-hearted, devil-may-care young rebel. But now, there is no turning back, and to make matters worse, the autocratic martinet, Lieutenant Harris, can't wait to see them quit. Then, a full-scale riot breaks out, and the inexperienced but dauntless cadets will have to put their training to good use. Do they have what it takes to be law-enforcement officers? —Nick Riganas"
Cube,/title/tt0123755/,Six complete strangers with widely varying personalities are involuntarily placed in an endless maze containing deadly traps.Six complete strangers with widely varying personalities are involuntarily placed in an endless maze containing deadly traps.Six complete strangers with widely varying personalities are involuntarily placed in an endless maze containing deadly traps.,"Six different people, each from a very different walk of life, awaken to find themselves inside a giant cube with thousands of possible rooms. Each has a skill that becomes clear when they must band together to get out: a cop, a math whiz, a building designer, a doctor, an escape master, and a disabled man. Each plays a part in their thrilling quest to find answers as to why they've been imprisoned. —<dadroog@hotmail.com>"
Clerks,/title/tt0109445/,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Dante Hicks is not having a good day. He clerks in a small convenience store and is told to come into work on his day off. Dante thinks life is a series of down endings and this day proves to be no different. He reads in the newspaper that his ex-girlfriend Caitlin is getting married. His present girlfriend reveals to have somewhat more experience with sex that he thought. His principal concerns are the hockey game he has that afternoon and the wake for a friend who died. His buddy Randal Graves works as a clerk in the video store next door and he hates his job as much as Dante hates his. —garykmcd
Black Book,/title/tt0389557/,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","Israel 1956. Rachel, a Jew, rather unexpectedly meets an old friend at the kibbutz where she is working as a teacher. It brings back memories of her experiences in The Netherlands during the war, memories of betrayal. September 1944. Rachel is in trouble when her hiding place is bombed by allied troops. She gets in contact with a man from the resistance and joins a group of Jews who are to be smuggled across the Biesbosch by boat to the freed South Netherlands. Germans from a patrol boat murder them all however. Only Rachel is able to escape. She is rescued by a resistance group under the leadership of Gerben Kuipers. When Kuipers' son is captured after trying to smuggle weapons, he asks Rachel to seduce SS-hauptsturmführer Ludwig Müntze. Soon she will find out the attack in the Biesbosch wasn't a coincidence. —Arnoud Tiele (imdb@tiele.nl)"
Final Destination 3,/title/tt0414982/,"Six years after students cheated death, another teen has a premonition she and her friends will be involved in an accident. When the vision proves true, the student and survivors deal with t... Read allSix years after students cheated death, another teen has a premonition she and her friends will be involved in an accident. When the vision proves true, the student and survivors deal with the repercussions of cheating the Grim Reaper.Six years after students cheated death, another teen has a premonition she and her friends will be involved in an accident. When the vision proves true, the student and survivors deal with the repercussions of cheating the Grim Reaper.","When Wendy Christensen has a vision of an accident on a roller coaster, resulting in her and her friends' deaths, she instantly begins to panic and gets off the ride, causing some of her friends to get off as well. The remaining friends, including Wendy's boyfriend, are stuck on the roller coaster and find themselves involved in the accident. With Death waiting around the corner, Wendy and Kevin Fischer must try and work out Death's plan, before they and the remaining survivors end up dead. —FilmFanUK"
Corpse Bride,/title/tt0121164/,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.","Set back in the late 1800s in a Victorian village, a man and woman by the names of Victor Van Dort and Victoria Everglot are betrothed because the Everglots need the money or else they'll be living on the streets and the Van Dorts want to be high in society. But when things go wrong at the wedding rehearsal, Victor goes into the woods to practice his vows. Just as soon as he gets them right, he finds himself married to Emily, the corpse bride. While Victoria waits on the other side, there's a rich newcomer that may take Victor's place. So two brides, one groom, who will Victor pick? —XxCherrySodaxX"
The Texas Chainsaw Massacre,/title/tt0324216/,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.","Driving through the backwoods of Texas, five youths pick up a traumatized hitchhiker, who shoots herself in their van. Shaken by the suicide, the group seeks help from the locals, but their situation becomes even more surreal when they knock on the door of a remote homestead. It's quickly apparent the residents are a family of inbred psychopaths, and the unlucky youths suddenly find themselves running for their lives. In hot pursuit is a disfigured, chainsaw-wielding cannibal known as Leatherface. —Love Hewitt"
Halloween,/title/tt0077651/,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","The year is 1963, the night: Halloween. Police are called to 43 Lampkin Ln. only to discover that 15 year old Judith Myers has been stabbed to death, by her 6 year-old brother, Michael. After being institutionalized for 15 years, Myers breaks out on the night before Halloween. No one knows, nor wants to find out, what will happen on October 31st 1978 besides Myers' psychiatrist, Dr. Loomis. He knows Michael is coming back to Haddonfield, but by the time the town realizes it, it'll be too late for many people. —Massive Fan"
What Lies Beneath,/title/tt0161081/,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,"Norman Spencer, a university research scientist, is growing more and more concerned about his wife, Claire, a retired concert cellist who a year ago was involved in a serious auto accident, and who has just sent off her daughter Caitlin (Norman's stepdaughter) to college. Now, Claire reports hearing voices and witnessing eerie occurrences in and around their lakeside Vermont home, including seeing the face of a young woman reflected in water. An increasingly frightened Claire thinks the phenomena have something to do with the couple living next door, especially since the wife has disappeared without apparent explanation. At her husband's urging, Claire starts to see a therapist; she tells him she thinks the house is being haunted by a ghost. His advice? Try to make contact. Enlisting the help of her best friend, Jody, and a ouija board, Claire seeks to find out the truth of What Lies Beneath. —Eugene Kim <genekim@concentric.net>"
Snakes on a Plane,/title/tt0417148/,"An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.","While practicing motocross in Hawaii, Sean Jones witnesses the brutal murder of an important American prosecutor by the powerful mobster Eddie Kim. FBI agent Neville Flynn persuades him to testify against Eddie in Los Angeles. They board the red-eye Flight 121 of Pacific Air, occupying the entire first-class section. However, Eddie dispatches hundred of different species of snakes airborne with a time-operated device in the luggage to release the snakes into the flight with the intent of crashing the plane. Neville and the passengers must struggle with the snakes to survive. —Claudio Carvalho, Rio de Janeiro, Brazil"
G-Force,/title/tt0436339/,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.,"The story is about a team of trained secret agent flies and a mole that takes on a mission for the US government. A specially trained squad of not guinea pigs is dispatched to stop a diabolical billionaire, who plans to taking over the world with household appliances. —Anthony Pereyra {hypersonic91@yahoo.com}"
The Black Dahlia,/title/tt0387877/,"Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" Elizabeth Short murder investigation.Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" Elizabeth Short murder investigation.Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" Elizabeth Short murder investigation.","In 1946, the former boxers Dwight ""Bucky"" Bleichert and Lee Blanchard are policemen in Los Angeles. Lee has a good relationship with his chief and uses a box fight between them to promote the department and get a raise to the police force. They succeed and are promoted to homicide detectives, working together. Bucky becomes a close friend of Lee and his girlfriend Kay Lake, forming a triangle of love. When the corpse of the aspirant actress Elizabeth Short is found mutilated, Lee becomes obsessed to solve the case called by the press Black Dahlia. Meanwhile, Bucky's investigation leads him to a Madeleine Linscott, the daughter of a powerful and wealthy constructor that resembles the Black Dahlia. In an environment of corruption and lies, Bucky discloses hidden truths. —Claudio Carvalho, Rio de Janeiro, Brazil"
The World Is Not Enough,/title/tt0143145/,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.","James Bond (Pierce Brosnan) is back. An oil tycoon is murdered in MI6, and Bond is sent to protect his daughter. Renard (Robert Carlyle), who has a bullet lodged in his brain from a previous Agent, is secretly planning the destruction of a pipeline. Bond gains a hand from research scientist Dr. Christmas Jones (Denise Richards), who witnesses the action which happens when Bond meets up with Renard, but Bond becomes suspicious about Elektra King (Sophie Marceau), especially when Bond's boss, M (Dame Judi Dench) goes missing. Bond must work quickly to prevent Renard from destroying Europe. —simon"
Rat Race,/title/tt0250687/,"A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.","Donald P. Sinclair has placed six separate gold coins in different slot machines in his casino. The lucky six who find these coins discover an opportunity of a lifetime: the chance to own $2 million, locked up in a locker in New Mexico. These six contestants must now race each other to be the first to the cash. There are no rules in place and everything that could possibly happen, does. Whilst, behind the scenes, Sinclair's associates are placing their bets. —Film_Fan"
Final Destination,/title/tt0195714/,"Alex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others b... Read allAlex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others but instead he is thrown off of the plane along others, but the plane actually crashes afte... Read allAlex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others but instead he is thrown off of the plane along others, but the plane actually crashes after they get off. Weeks later one of the survivors mysteriously dies, and Alex realizes that... Read all","Alex is boarding a plane to France on a school trip, when he suddenly gets a premonition that the plane will explode. Shortly after Alex, a group of students, and his teacher are thrown off the plane, to their horror, the plane does in fact explode. Alex must now work out Death's plan, as each of the survivors falls victim. Whilst trying to prevent the next death, Alex must also dodge the FBI, who believe that he caused the explosion. —simon"
Brüno,/title/tt0889583/,Flamboyant and gay Austrian Brüno looks for new fame in America.Flamboyant and gay Austrian Brüno looks for new fame in America.Flamboyant and gay Austrian Brüno looks for new fame in America.,"Brüno is a gay Austrian fashion guru. He has his own fashion based television show, Funkyzeit, the most popular German-language show of its kind outside of Germany. After he disgraces himself in front of his Funkyzeit fan base, he is ruined in German speaking Europe. He decides that in his quest for worldwide fame, he will move to Los Angeles and reinvent himself. Accompanying him to the US is Lutz, his former assistant's assistant. Lutz is the only person left in his circle that still believes in Brüno's greatness. Brüno goes through one reinvention of himself after another, ultimately straying to areas far removed from his own self. Perhaps when Brüno finds an activity that he truly does love, he will also find that über-fame he so desperately desires. —Huggo"
Jurassic Park III,/title/tt0163025/,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.","Dr. Alan Grant is now a happy man with the previous incidents of Jurassic Park now behind him. Grant is that happy that he announce in public, that nothing on Earth can persuade him back onto the islands. Maybe nothing, except Paul Kirby. Kirby and his wife, Amanda want a plane to fly them over Isla Sorna, with Dr. Grant as their guide. But not everything Kirby says is true. When the plane lands, Dr. Grant realizes that there is another reason why they are there, that he doesn't know of. Now, Dr. Grant is stuck on an island he has never been on before, with what was a plane journey now turned into a search party. —Film_Fan"
Disaster Movie,/title/tt1213644/,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.","Will, Lisa, and two of their friends attempt to flee man-made and natural disasters and encounter Batman, Hancock, The Hulk, Indiana Jones, Hannah Montana, Michael Jackson, Beowulf, the Love Guru, Iron Man, rabid chipmunks amongst others in their seemingly vain efforts to seek help and shelter from unknown threats. —rAjOo (gunwanti@hotmail.com)"
The Exorcism of Emily Rose,/title/tt0404032/,A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.,"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true. —FilmFanUk"
The Skeleton Key,/title/tt0397101/,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,"Nurse Caroline Ellis quits her job to take care of elderly Ben Devereux who had a stroke and can't talk. When she gets to his house in Terrebonne Parish, Louisiana, she meets Ben's wife Violet, who acts suspicious and creepy. The family's lawyer, Luke Marshall, convinces Caroline to stay. She goes to the attic and finds a secret room there full of spells, hair, and bones used to practice Hoodoo, but Violet says she has never seen this secret room. Caroline wants to help Ben, thinking that Violet has put a spell on him. She knows Hoodoo can't hurt someone who doesn't believe in it. Can Caroline save Ben, or will she end up being the one who needs to be saved? —amberbrigman"
Lethal Weapon,/title/tt0093409/,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,"Martin Riggs is an L.A. cop with suicidal tendencies and Roger Murtaugh is the unlucky police officer with whom Riggs is assigned. Together they uncover a huge drug-smuggling operation, and as their success rate grows so does their friendship. —Graeme Roy <gsr@cbmamiga.demon.co.uk>"
"Dude, Where's My Car?",/title/tt0242423/,Two potheads wake up after a night of partying and cannot remember where they parked their car.Two potheads wake up after a night of partying and cannot remember where they parked their car.Two potheads wake up after a night of partying and cannot remember where they parked their car.,"Roommates Jesse and Chester, both who have more than just a few cards short of a full deck, are stoner dudes who don't even do their jobs as pizza delivery guys well. They awaken one morning having little recollection of what they did the previous night, due to being wasted. They discover that their kitchen is full of prepackaged pudding, how they got all the pudding they are unaware. From a telephone message they receive, they come to the realization that at some point during the previous night they were at a party at the house of their girlfriends, twins Wanda and Wilma, and that today is their one year anniversary, which they did remember as they already bought the twins gifts. But the worst thing in not remembering what happened last night is that Jesse's car is missing. In trying to find out what happened to the car, they believe they have to recreate the feeling and mindset of last night, meaning getting wasted all over again. In trying to find the car, they, being the types that area easily distracted, get sidetracked by one item after another, most specifically the potential of having sex with hot babes (sex with which Wanda and Wilma have not yet provided them), and learning that they apparently had a suitcase filled with $200,000 last night, the suitcase and therefore the money to which they don't know what happened. During their day of discovery, they also end up encountering one group of alien wannabes, and two groups of actual aliens, all three groups who are after the continuum transfunctioner which they believe Jesse and Chester have. Jesse and Chester don't know where it is let alone what it is, but these three groups seem to be willing to do whatever necessary to get it from Jesse and Chester. In the process, Jesse and Chester may have to make decisions which may not only save their lives and those of Wanda, Wilma and their best friend Nelson, a zen-master, but that of the entire universe. But most importantly, they may actually find Jesse's car after all is said and done. —Huggo"
Over the Hedge,/title/tt0327084/,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and l... Read allA scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.","RJ, a raccoon who needs food, accidentally takes food from a hungry bear named Vincent and he wants his food to be found in exactly the same place in a week. He finally finds that an animal family, with a tortoise named Verne as their leader, could help him restore the food from the suburbia, the gateway to the good life. But little does RJ know, there is a woman who has recently hired an exterminator to try to hunt them down."
Cheaper by the Dozen,/title/tt0349205/,"With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.","Juggling career and family can be a lot. Tom and Kate Baker, the proud parents of 12 children, have chosen family over career aspirations. However, their lives suddenly change when small-town coach Tom is offered his dream job, and Kate's book has been accepted for publication. Now, with her promoting it, it is up to Tom to look after the children, take care of the house, and handle a new job. Can he bring order out of chaos? —Nick Riganas"
13 Going on 30,/title/tt0337563/,"A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.","After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. Thanks to some wishing dust, Jenna's prayer has been answered. With a knockout body, a dream apartment, a fabulous wardrobe, an athlete boyfriend, a dream job, and superstar friends, this can't be a better life. Unfortunately, Jenna realizes that this is not what she wanted. The only one that she needs is her childhood best friend, Matt, a boy that she thought destroyed her party. But when she finds him, he's a grown up, and not the same person that she knew. —popdivaprincess3000"
Planet of the Apes,/title/tt0063442/,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",Taylor and two other astronauts come out of deep hibernation to find that their ship has crashed. Escaping with little more than clothes they find that they have landed on a planet where men are pre-lingual and uncivilized while apes have learned speech and technology. Taylor is captured and taken to the city of the apes after damaging his throat so that he is silent and cannot communicate with the apes. —John Vogel <jlvogel@comcast.net>
Jumanji,/title/tt0113497/,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.","Jumanji, one of the most unique--and dangerous--board games ever, falls into the hands of the curious teen, Alan Parrish, in 1969. Mysterious and magical, the game strands the unsuspecting boy in the lush, savage forests of a mythical realm. Nearly three decades later, the game releases him before the awed eyes of the young orphaned siblings, Judy and Peter Shepherd. Now, the wild and incessant beat of the jungle's tribal drums is calling for the now-adult Alan and the other hesitant players, as the one who rolls the dice must never leave undone what the roll has started. Has anyone ever escaped from the game and Jumanji's formidable foes? —Nick Riganas"
Deep Impact,/title/tt0120647/,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.","Journalist Jenny Lerner is assigned to look into the background of Secretary Alan Rittenhouse who abruptly resigned from government citing his wife's ill health. She learns from his secretary that Rittenhouse was having an affair with someone named Ellie but when she confronts him, his strange reaction leads her to reconsider her story. In fact, a comet, discovered the previous year by high school student Leo Biederman and astronomer Dr. Marcus Wolf, is on a collision course with the Earth, an Extinction Level Event. A joint US-Russian team is sent to destroy the comet but should it fail, special measures are to be put in place to secure the future of mankind. As the space mission progresses, many individuals deal with their fears and ponder their future. —garykmcd"
Pocahontas,/title/tt0114148/,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,"This is the Disney animated tale of the romance between a young Native American woman named Pocahontas (Irene Bedard) and Captain John Smith (Mel Gibson), who journeyed to the New World with other settlers to begin fresh lives. Her powerful father, Chief Powhatan (Russell Means), disapproves of their relationship and wants her to marry a native warrior. Meanwhile, Smith's fellow Englishmen hope to rob the Native Americans of their gold. Can Pocahontas' love for Smith save the day? —Jwelch5742"
Wild Hogs,/title/tt0486946/,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.","Four middle-aged men decide to take a road trip from Cincinnati to the Pacific in order to get away from their lives which are leading them nowhere. Taking their motorcycles, these ""Wild Hogs"" tear up the road and eventually stop in New Mexico for a drink not knowing that the bar belongs to the ""Del Fuegos"", a mean biker gang. When the Del Fuegos steal a bike that belongs to the Wild Hogs, the four men form a plan to steal their bike back. —Glenn D. Harvey"
Alice in Wonderland,/title/tt0043274/,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,"Alice is a daydreaming young girl. She finds learning poems and listening to literature boring. She prefers stories with pictures and to live inside her imagination. One day, while enduring just such a poetry reading, she spots a large white rabbit...dressed in a jacket and carrying a large watch. He scurries off, saying he's late, for a very important date. She follows him through the forest. He then disappears down a rabbit hole. Alice follows, leading her to all manner of discoveries, characters and adventures. —grantss"
