Name,link,summary
Corpse Bride,/title/tt0121164/,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her."
The Texas Chainsaw Massacre,/title/tt0324216/,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers."
Halloween,/title/tt0077651/,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
What Lies Beneath,/title/tt0161081/,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.
Snakes on a Plane,/title/tt0417148/,"An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss."
G-Force,/title/tt0436339/,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.
The Black Dahlia,/title/tt0387877/,"Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" Elizabeth Short murder investigation.Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" Elizabeth Short murder investigation.Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" Elizabeth Short murder investigation."
The World Is Not Enough,/title/tt0143145/,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain."
Rat Race,/title/tt0250687/,"A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money."
Final Destination,/title/tt0195714/,"Alex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others b... Read allAlex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others but instead he is thrown off of the plane along others, but the plane actually crashes afte... Read allAlex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others but instead he is thrown off of the plane along others, but the plane actually crashes after they get off. Weeks later one of the survivors mysteriously dies, and Alex realizes that... Read all"
Brüno,/title/tt0889583/,Flamboyant and gay Austrian Brüno looks for new fame in America.Flamboyant and gay Austrian Brüno looks for new fame in America.Flamboyant and gay Austrian Brüno looks for new fame in America.
Jurassic Park III,/title/tt0163025/,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants."
Disaster Movie,/title/tt1213644/,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events."
The Exorcism of Emily Rose,/title/tt0404032/,A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.
The Skeleton Key,/title/tt0397101/,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.
Lethal Weapon,/title/tt0093409/,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
"Dude, Where's My Car?",/title/tt0242423/,Two potheads wake up after a night of partying and cannot remember where they parked their car.Two potheads wake up after a night of partying and cannot remember where they parked their car.Two potheads wake up after a night of partying and cannot remember where they parked their car.
Over the Hedge,/title/tt0327084/,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and l... Read allA scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself."
Cheaper by the Dozen,/title/tt0349205/,"With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood."
13 Going on 30,/title/tt0337563/,"A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman."
Planet of the Apes,/title/tt0063442/,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved."
Jumanji,/title/tt0113497/,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game."
Deep Impact,/title/tt0120647/,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst."
Pocahontas,/title/tt0114148/,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.
Wild Hogs,/title/tt0486946/,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos."
Alice in Wonderland,/title/tt0043274/,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.
Four Rooms,/title/tt0113101/,Four interlocking tales that take place in a fading hotel on New Year's Eve.Four interlocking tales that take place in a fading hotel on New Year's Eve.Four interlocking tales that take place in a fading hotel on New Year's Eve.
The Ruins,/title/tt0963794/,"A leisurely Mexican holiday takes a turn for the worse when a group of friends and a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ... Read allA leisurely Mexican holiday takes a turn for the worse when a group of friends and a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins.A leisurely Mexican holiday takes a turn for the worse when a group of friends and a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins."
Happy Feet,/title/tt0366548/,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
Mission: Impossible II,/title/tt0120755/,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera""."
Elf,/title/tt0319343/,"Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christ... Read allRaised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit.Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit."
The Hills Have Eyes 2,/title/tt0800069/,A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.
What Women Want,/title/tt0207201/,"A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking."
Winter in Wartime,/title/tt0795441/,"In the Nazi-occupied Netherlands, a teenage boy gets involved in the Dutch Resistance after coming to the aid of a wounded RAF pilot.In the Nazi-occupied Netherlands, a teenage boy gets involved in the Dutch Resistance after coming to the aid of a wounded RAF pilot.In the Nazi-occupied Netherlands, a teenage boy gets involved in the Dutch Resistance after coming to the aid of a wounded RAF pilot."
Dreamcatcher,/title/tt0285531/,Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.
Epic Movie,/title/tt0799949/,"A spoof on previous years' epic movies (The Da Vinci Code (2006), The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005) + 20 more), TV series, music videos and celebs. 4 orph... Read allA spoof on previous years' epic movies (The Da Vinci Code (2006), The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005) + 20 more), TV series, music videos and celebs. 4 orphans are on an epic adventure.A spoof on previous years' epic movies (The Da Vinci Code (2006), The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005) + 20 more), TV series, music videos and celebs. 4 orphans are on an epic adventure."
Gremlins,/title/tt0087363/,A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.
Miss Congeniality,/title/tt0212346/,An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.
John Q,/title/tt0251160/,John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.
Spy Kids,/title/tt0227538/,"Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy."
Saw II,/title/tt0432348/,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.
Did You Hear About the Morgans?,/title/tt1314228/,"In New York City, an estranged couple who witness a murder are relocated to small town Wyoming as part of the Witness Protection Program.In New York City, an estranged couple who witness a murder are relocated to small town Wyoming as part of the Witness Protection Program.In New York City, an estranged couple who witness a murder are relocated to small town Wyoming as part of the Witness Protection Program."
DOA: Dead or Alive,/title/tt0398913/,"The world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of t... Read allThe world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of the tournament is trying to hide.The world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of the tournament is trying to hide."
Catwoman,/title/tt0327554/,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas."
Scary Movie 3,/title/tt0306047/,"Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion."
Freaky Friday,/title/tt0322330/,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday."
Beverly Hills Cop,/title/tt0086960/,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.
Aliens vs. Predator: Requiem,/title/tt0758730/,"Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival.Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival.Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival."
Tomorrow Never Dies,/title/tt0120347/,James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.
Alien vs. Predator,/title/tt0370263/,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the ... Read allDuring an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win."
What a Girl Wants,/title/tt0286788/,"An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the elec... Read allAn American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election."
Evil Dead II,/title/tt0092991/,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
My Bloody Valentine,/title/tt1179891/,"Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing... Read allTom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old flame is the only one that believes he's innocent.Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old flame is the only one that believes he's innocent."
Passengers,/title/tt0449487/,A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.
I Know What You Did Last Summer,/title/tt0119345/,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.
The Texas Chainsaw Massacre: The Beginning,/title/tt0420294/,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded ho... Read allBefore being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer."
Paycheck,/title/tt0338337/,"What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased.What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased.What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased."
Starsky & Hutch,/title/tt0335438/,"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear""."
The Princess Diaries 2: Royal Engagement,/title/tt0368933/,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor."
The Road Warrior,/title/tt0082694/,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
Tarzan,/title/tt0120855/,A man raised by gorillas must decide where he really belongs when he discovers he is a human.A man raised by gorillas must decide where he really belongs when he discovers he is a human.A man raised by gorillas must decide where he really belongs when he discovers he is a human.
Miami Vice,/title/tt0430357/,"Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined."
Shark Tale,/title/tt0307453/,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage."
The Time Machine,/title/tt0268695/,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races."
The Grudge,/title/tt0391198/,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another vi... Read allAn American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim."
Freddy vs. Jason,/title/tt0329101/,"Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too.Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too.Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too."
Behind Enemy Lines,/title/tt0159273/,"A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as hi... Read allA disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him.A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him."
Saw V,/title/tt1132626/,"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a se... Read allFollowing Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests."
Runaway Jury,/title/tt0313542/,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.
The Eye,/title/tt0406759/,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realize... Read allViolinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people."
Romeo Must Die,/title/tt0165929/,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.
Rules of Engagement,/title/tt0160797/,An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.
Analyze That,/title/tt0289848/,"Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues.Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues.Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues."
Get Carter,/title/tt0208988/,A Las Vegas mob enforcer travels back to his hometown to investigate his brother's mysterious death.A Las Vegas mob enforcer travels back to his hometown to investigate his brother's mysterious death.A Las Vegas mob enforcer travels back to his hometown to investigate his brother's mysterious death.
Freddy Got Fingered,/title/tt0240515/,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy."
Transformers,/title/tt0418279/,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
Hostel: Part II,/title/tt0498353/,Three American college students studying abroad are lured to a Slovakian hostel and discover the grim reality behind it.Three American college students studying abroad are lured to a Slovakian hostel and discover the grim reality behind it.Three American college students studying abroad are lured to a Slovakian hostel and discover the grim reality behind it.
Beerfest,/title/tt0486551/,"Two brothers travel to Germany for Oktoberfest, only to stumble upon a secret, centuries-old competition described as a ""Fight Club"" with beer games.Two brothers travel to Germany for Oktoberfest, only to stumble upon a secret, centuries-old competition described as a ""Fight Club"" with beer games.Two brothers travel to Germany for Oktoberfest, only to stumble upon a secret, centuries-old competition described as a ""Fight Club"" with beer games."
The Condemned,/title/tt0443473/,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the d... Read allJack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom goin... Read allJack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor."
Predator 2,/title/tt0100403/,"The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles."
How the Grinch Stole Christmas,/title/tt0170016/,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town."
